habit,Week_0,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10
Daily,0.47,0.4841,0.4982,0.5123,0.5264,0.5405,0.5546,0.5687,0.5828,0.5969,0.611
Daily,0.62,0.6386000000000001,0.6572,0.6758000000000001,0.6944,0.713,0.7315999999999999,0.7502,0.7688,0.7874,0.806
Daily,0.57,0.5871,0.6042,0.6213,0.6384,0.6554999999999999,0.6725999999999999,0.6896999999999999,0.7068,0.7239,0.741
Daily,0.26,0.26780000000000004,0.2756,0.28340000000000004,0.2912,0.299,0.3068,0.3146,0.3224,0.3302,0.338
Daily,0.41,0.4223,0.4346,0.4469,0.4592,0.4714999999999999,0.48379999999999995,0.49609999999999993,0.5084,0.5206999999999999,0.533
Daily,0.11,0.1133,0.11660000000000001,0.1199,0.12320000000000002,0.1265,0.1298,0.1331,0.1364,0.1397,0.14300000000000002
Daily,0.29,0.29869999999999997,0.3074,0.3161,0.32480000000000003,0.33349999999999996,0.34219999999999995,0.3509,0.3596,0.36829999999999996,0.377
Daily,0.28,0.28840000000000005,0.29680000000000006,0.3052,0.31360000000000005,0.322,0.3304,0.33880000000000005,0.3472,0.3556,0.36400000000000005
Daily,0.46,0.47380000000000005,0.48760000000000003,0.5014000000000001,0.5152000000000001,0.529,0.5428,0.5566,0.5704,0.5842,0.5980000000000001
Daily,0.07,0.07210000000000001,0.07420000000000002,0.0763,0.07840000000000001,0.0805,0.0826,0.08470000000000001,0.0868,0.0889,0.09100000000000001
Daily,0.56,0.5768000000000001,0.5936000000000001,0.6104,0.6272000000000001,0.644,0.6608,0.6776000000000001,0.6944,0.7112,0.7280000000000001
Daily,0.59,0.6077,0.6254,0.6431,0.6608,0.6784999999999999,0.6961999999999999,0.7139,0.7315999999999999,0.7493,0.767
Daily,0.39,0.4017,0.41340000000000005,0.42510000000000003,0.4368000000000001,0.44849999999999995,0.4602,0.4719,0.48360000000000003,0.4953,0.507
Daily,0.14,0.14420000000000002,0.14840000000000003,0.1526,0.15680000000000002,0.161,0.1652,0.16940000000000002,0.1736,0.1778,0.18200000000000002
Daily,0.62,0.6386000000000001,0.6572,0.6758000000000001,0.6944,0.713,0.7315999999999999,0.7502,0.7688,0.7874,0.806
Daily,0.53,0.5459,0.5618000000000001,0.5777000000000001,0.5936000000000001,0.6094999999999999,0.6254,0.6413,0.6572,0.6731,0.6890000000000001
Daily,0.16,0.1648,0.1696,0.17440000000000003,0.17920000000000003,0.184,0.1888,0.1936,0.1984,0.20320000000000002,0.20800000000000002
Daily,0.27,0.2781,0.2862,0.29430000000000006,0.30240000000000006,0.3105,0.3186,0.3267,0.33480000000000004,0.34290000000000004,0.35100000000000003
Sporadic,0.54,0.5454,0.5508000000000001,0.5562,0.5616000000000001,0.5670000000000001,0.5724,0.5778000000000001,0.5832,0.5886000000000001,0.5940000000000001
Sporadic,0.56,0.5656000000000001,0.5712,0.5768000000000001,0.5824,0.5880000000000001,0.5936000000000001,0.5992000000000001,0.6048000000000001,0.6104,0.6160000000000001
Sporadic,0.4,0.404,0.40800000000000003,0.41200000000000003,0.41600000000000004,0.42000000000000004,0.42400000000000004,0.42800000000000005,0.43200000000000005,0.43600000000000005,0.44000000000000006
Sporadic,0.61,0.6161,0.6222,0.6283,0.6344,0.6405,0.6466000000000001,0.6527000000000001,0.6588,0.6649,0.671
Sporadic,0.7,0.707,0.714,0.721,0.728,0.735,0.742,0.749,0.756,0.763,0.77
Sporadic,0.17,0.17170000000000002,0.17340000000000003,0.1751,0.1768,0.17850000000000002,0.18020000000000003,0.18190000000000003,0.1836,0.18530000000000002,0.18700000000000003
Sporadic,0.43,0.4343,0.4386,0.4429,0.4472,0.4515,0.45580000000000004,0.4601,0.46440000000000003,0.4687,0.47300000000000003
Sporadic,0.44,0.4444,0.44880000000000003,0.4532,0.4576,0.462,0.46640000000000004,0.47080000000000005,0.4752,0.4796,0.48400000000000004
Sporadic,0.71,0.7171,0.7242,0.7313,0.7384,0.7454999999999999,0.7526,0.7597,0.7668,0.7739,0.781
Sporadic,0.51,0.5151,0.5202,0.5253,0.5304,0.5355000000000001,0.5406000000000001,0.5457000000000001,0.5508000000000001,0.5559000000000001,0.561
Sporadic,0.57,0.5757,0.5813999999999999,0.5871,0.5928,0.5984999999999999,0.6042,0.6099,0.6156,0.6213,0.627
Sporadic,0.07,0.07070000000000001,0.0714,0.07210000000000001,0.0728,0.07350000000000001,0.07420000000000002,0.07490000000000001,0.07560000000000001,0.0763,0.07700000000000001
Sporadic,0.07,0.07070000000000001,0.0714,0.07210000000000001,0.0728,0.07350000000000001,0.07420000000000002,0.07490000000000001,0.07560000000000001,0.0763,0.07700000000000001
Sporadic,0.23,0.2323,0.2346,0.23690000000000003,0.23920000000000002,0.24150000000000002,0.24380000000000002,0.2461,0.24840000000000004,0.25070000000000003,0.25300000000000006
Sporadic,0.28,0.28280000000000005,0.2856,0.28840000000000005,0.2912,0.29400000000000004,0.29680000000000006,0.29960000000000003,0.30240000000000006,0.3052,0.30800000000000005
Sporadic,0.14,0.14140000000000003,0.1428,0.14420000000000002,0.1456,0.14700000000000002,0.14840000000000003,0.14980000000000002,0.15120000000000003,0.1526,0.15400000000000003
Sporadic,0.65,0.6565000000000001,0.663,0.6695000000000001,0.676,0.6825000000000001,0.6890000000000001,0.6955000000000001,0.7020000000000001,0.7085000000000001,0.7150000000000001
Sporadic,0.02,0.0202,0.0204,0.0206,0.020800000000000003,0.021,0.0212,0.021400000000000002,0.0216,0.021800000000000003,0.022000000000000002
Sporadic,0.21,0.21209999999999998,0.2142,0.2163,0.2184,0.2205,0.2226,0.2247,0.2268,0.22890000000000002,0.231
Sporadic,0.19,0.19190000000000002,0.1938,0.1957,0.1976,0.1995,0.20140000000000002,0.2033,0.20520000000000002,0.2071,0.20900000000000002
Sporadic,0.08,0.0808,0.0816,0.0824,0.08320000000000001,0.084,0.0848,0.08560000000000001,0.0864,0.08720000000000001,0.08800000000000001
Sporadic,0.48,0.4848,0.4896,0.4944,0.4992,0.504,0.5088,0.5136000000000001,0.5184,0.5232,0.528
Sporadic,0.51,0.5151,0.5202,0.5253,0.5304,0.5355000000000001,0.5406000000000001,0.5457000000000001,0.5508000000000001,0.5559000000000001,0.561
Sporadic,0.59,0.5959,0.6018,0.6077,0.6136,0.6194999999999999,0.6254,0.6313,0.6372,0.6431,0.649
Sporadic,0.26,0.2626,0.2652,0.26780000000000004,0.27040000000000003,0.273,0.2756,0.2782,0.28080000000000005,0.28340000000000004,0.28600000000000003
Sporadic,0.26,0.2626,0.2652,0.26780000000000004,0.27040000000000003,0.273,0.2756,0.2782,0.28080000000000005,0.28340000000000004,0.28600000000000003
Sporadic,0.63,0.6363,0.6426000000000001,0.6489,0.6552,0.6615000000000001,0.6678000000000001,0.6741,0.6804,0.6867000000000001,0.6930000000000001
Sporadic,0.25,0.2525,0.255,0.2575,0.26,0.2625,0.265,0.2675,0.27,0.2725,0.275
Sporadic,0.06,0.0606,0.0612,0.0618,0.0624,0.063,0.0636,0.06420000000000001,0.0648,0.0654,0.066
Sporadic,0.35,0.3535,0.357,0.3605,0.364,0.3675,0.371,0.3745,0.378,0.3815,0.385
Sporadic,0.01,0.0101,0.0102,0.0103,0.010400000000000001,0.0105,0.0106,0.010700000000000001,0.0108,0.010900000000000002,0.011000000000000001
Sporadic,0.29,0.2929,0.2958,0.29869999999999997,0.3016,0.3045,0.3074,0.3103,0.3132,0.3161,0.319
Sporadic,0.19,0.19190000000000002,0.1938,0.1957,0.1976,0.1995,0.20140000000000002,0.2033,0.20520000000000002,0.2071,0.20900000000000002
Sporadic,0.24,0.2424,0.2448,0.2472,0.2496,0.252,0.2544,0.25680000000000003,0.2592,0.2616,0.264
Sporadic,0.66,0.6666000000000001,0.6732,0.6798000000000001,0.6864,0.6930000000000001,0.6996000000000001,0.7062,0.7128000000000001,0.7194,0.7260000000000001
Sporadic,0.26,0.2626,0.2652,0.26780000000000004,0.27040000000000003,0.273,0.2756,0.2782,0.28080000000000005,0.28340000000000004,0.28600000000000003
Sporadic,0.49,0.4949,0.4998,0.5047,0.5096,0.5145,0.5194,0.5243,0.5292,0.5341,0.539
Sporadic,0.09,0.0909,0.09179999999999999,0.0927,0.0936,0.0945,0.0954,0.0963,0.09720000000000001,0.0981,0.099
Sporadic,0.66,0.6666000000000001,0.6732,0.6798000000000001,0.6864,0.6930000000000001,0.6996000000000001,0.7062,0.7128000000000001,0.7194,0.7260000000000001
Sporadic,0.67,0.6767000000000001,0.6834,0.6901,0.6968000000000001,0.7035000000000001,0.7102,0.7169000000000001,0.7236000000000001,0.7303000000000001,0.7370000000000001
Sporadic,0.24,0.2424,0.2448,0.2472,0.2496,0.252,0.2544,0.25680000000000003,0.2592,0.2616,0.264
Sporadic,0.67,0.6767000000000001,0.6834,0.6901,0.6968000000000001,0.7035000000000001,0.7102,0.7169000000000001,0.7236000000000001,0.7303000000000001,0.7370000000000001
Sporadic,0.55,0.5555000000000001,0.561,0.5665000000000001,0.5720000000000001,0.5775000000000001,0.5830000000000001,0.5885000000000001,0.5940000000000001,0.5995000000000001,0.6050000000000001
Sporadic,0.34,0.34340000000000004,0.34680000000000005,0.3502,0.3536,0.35700000000000004,0.36040000000000005,0.36380000000000007,0.3672,0.37060000000000004,0.37400000000000005
Sporadic,0.07,0.07070000000000001,0.0714,0.07210000000000001,0.0728,0.07350000000000001,0.07420000000000002,0.07490000000000001,0.07560000000000001,0.0763,0.07700000000000001
Sporadic,0.24,0.2424,0.2448,0.2472,0.2496,0.252,0.2544,0.25680000000000003,0.2592,0.2616,0.264
Sporadic,0.21,0.21209999999999998,0.2142,0.2163,0.2184,0.2205,0.2226,0.2247,0.2268,0.22890000000000002,0.231
Sporadic,0.06,0.0606,0.0612,0.0618,0.0624,0.063,0.0636,0.06420000000000001,0.0648,0.0654,0.066
Sporadic,0.57,0.5757,0.5813999999999999,0.5871,0.5928,0.5984999999999999,0.6042,0.6099,0.6156,0.6213,0.627
Sporadic,0.66,0.6666000000000001,0.6732,0.6798000000000001,0.6864,0.6930000000000001,0.6996000000000001,0.7062,0.7128000000000001,0.7194,0.7260000000000001
Sporadic,0.19,0.19190000000000002,0.1938,0.1957,0.1976,0.1995,0.20140000000000002,0.2033,0.20520000000000002,0.2071,0.20900000000000002
Sporadic,0.44,0.4444,0.44880000000000003,0.4532,0.4576,0.462,0.46640000000000004,0.47080000000000005,0.4752,0.4796,0.48400000000000004
Sporadic,0.65,0.6565000000000001,0.663,0.6695000000000001,0.676,0.6825000000000001,0.6890000000000001,0.6955000000000001,0.7020000000000001,0.7085000000000001,0.7150000000000001
Sporadic,0.46,0.4646,0.4692,0.47380000000000005,0.47840000000000005,0.48300000000000004,0.48760000000000003,0.4922,0.4968000000000001,0.5014000000000001,0.5060000000000001
Sporadic,0.43,0.4343,0.4386,0.4429,0.4472,0.4515,0.45580000000000004,0.4601,0.46440000000000003,0.4687,0.47300000000000003
Sporadic,0.72,0.7272,0.7343999999999999,0.7416,0.7488,0.756,0.7632,0.7704,0.7776000000000001,0.7848,0.792
Sporadic,0.51,0.5151,0.5202,0.5253,0.5304,0.5355000000000001,0.5406000000000001,0.5457000000000001,0.5508000000000001,0.5559000000000001,0.561
Sporadic,0.05,0.0505,0.051000000000000004,0.051500000000000004,0.052000000000000005,0.052500000000000005,0.053000000000000005,0.053500000000000006,0.054000000000000006,0.05450000000000001,0.05500000000000001
Sporadic,0.13,0.1313,0.1326,0.13390000000000002,0.13520000000000001,0.1365,0.1378,0.1391,0.14040000000000002,0.14170000000000002,0.14300000000000002
Sporadic,0.01,0.0101,0.0102,0.0103,0.010400000000000001,0.0105,0.0106,0.010700000000000001,0.0108,0.010900000000000002,0.011000000000000001
