habit,Week_0,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10
Daily,35.0,36.75,38.5,40.25,42.0,43.75,45.5,47.25,49.0,50.75,52.5
Daily,79.0,82.95,86.9,90.85,94.8,98.75,102.7,106.65,110.6,114.55,118.5
Daily,98.0,102.9,107.80000000000001,112.69999999999999,117.6,122.5,127.4,132.3,137.2,142.1,147.0
Daily,126.0,132.3,138.60000000000002,144.89999999999998,151.2,157.5,163.8,170.10000000000002,176.39999999999998,182.7,189.0
Daily,151.0,158.55,166.10000000000002,173.64999999999998,181.2,188.75,196.3,203.85000000000002,211.39999999999998,218.95,226.5
Daily,29.0,30.450000000000003,31.900000000000002,33.349999999999994,34.8,36.25,37.7,39.150000000000006,40.599999999999994,42.05,43.5
Daily,53.0,55.650000000000006,58.300000000000004,60.949999999999996,63.599999999999994,66.25,68.9,71.55000000000001,74.19999999999999,76.85,79.5
Daily,70.0,73.5,77.0,80.5,84.0,87.5,91.0,94.5,98.0,101.5,105.0
Daily,106.0,111.30000000000001,116.60000000000001,121.89999999999999,127.19999999999999,132.5,137.8,143.10000000000002,148.39999999999998,153.7,159.0
Daily,135.0,141.75,148.5,155.25,162.0,168.75,175.5,182.25,189.0,195.75,202.5
Daily,145.0,152.25,159.5,166.75,174.0,181.25,188.5,195.75,203.0,210.25,217.5
Daily,26.0,27.3,28.6,29.9,31.2,32.5,33.800000000000004,35.1,36.4,37.699999999999996,39.0
Daily,60.0,63.0,66.0,69.0,72.0,75.0,78.0,81.0,84.0,87.0,90.0
Daily,81.0,85.05,89.10000000000001,93.14999999999999,97.2,101.25,105.3,109.35000000000001,113.39999999999999,117.45,121.5
Daily,97.0,101.85000000000001,106.7,111.55,116.39999999999999,121.25,126.10000000000001,130.95000000000002,135.79999999999998,140.65,145.5
Daily,134.0,140.70000000000002,147.4,154.1,160.79999999999998,167.5,174.20000000000002,180.9,187.6,194.29999999999998,201.0
Daily,147.0,154.35,161.70000000000002,169.04999999999998,176.4,183.75,191.1,198.45000000000002,205.79999999999998,213.15,220.5
Sporadic,26.0,26.52,27.04,27.560000000000002,28.080000000000002,28.6,29.120000000000005,29.640000000000004,30.159999999999997,30.68,31.2
Sporadic,45.0,45.9,46.800000000000004,47.7,48.6,49.50000000000001,50.400000000000006,51.300000000000004,52.199999999999996,53.099999999999994,54.0
Sporadic,70.0,71.4,72.8,74.2,75.60000000000001,77.0,78.4,79.80000000000001,81.19999999999999,82.6,84.0
Sporadic,99.0,100.98,102.96000000000001,104.94000000000001,106.92,108.9,110.88000000000001,112.86000000000001,114.83999999999999,116.82,118.8
Sporadic,114.0,116.28,118.56,120.84,123.12,125.4,127.68,129.96,132.23999999999998,134.51999999999998,136.79999999999998
Sporadic,154.0,157.08,160.16,163.24,166.32000000000002,169.4,172.48000000000002,175.56000000000003,178.64,181.72,184.79999999999998
Sporadic,29.0,29.580000000000002,30.16,30.740000000000002,31.32,31.900000000000002,32.480000000000004,33.06,33.64,34.22,34.8
Sporadic,34.0,34.68,35.36,36.04,36.72,37.400000000000006,38.080000000000005,38.760000000000005,39.44,40.12,40.8
Sporadic,87.0,88.74,90.48,92.22,93.96000000000001,95.7,97.44000000000001,99.18,100.91999999999999,102.66,104.39999999999999
Sporadic,107.0,109.14,111.28,113.42,115.56,117.7,119.84000000000002,121.98000000000002,124.11999999999999,126.25999999999999,128.4
Sporadic,132.0,134.64000000000001,137.28,139.92000000000002,142.56,145.20000000000002,147.84,150.48000000000002,153.11999999999998,155.76,158.4
Sporadic,154.0,157.08,160.16,163.24,166.32000000000002,169.4,172.48000000000002,175.56000000000003,178.64,181.72,184.79999999999998
Sporadic,25.0,25.5,26.0,26.5,27.0,27.500000000000004,28.000000000000004,28.500000000000004,28.999999999999996,29.5,30.0
Sporadic,41.0,41.82,42.64,43.46,44.28,45.1,45.92,46.74,47.559999999999995,48.379999999999995,49.199999999999996
Sporadic,88.0,89.76,91.52000000000001,93.28,95.04,96.80000000000001,98.56,100.32000000000001,102.08,103.83999999999999,105.6
Sporadic,97.0,98.94,100.88000000000001,102.82000000000001,104.76,106.7,108.64000000000001,110.58000000000001,112.52,114.46,116.39999999999999
Sporadic,117.0,119.34,121.68,124.02000000000001,126.36000000000001,128.70000000000002,131.04000000000002,133.38000000000002,135.72,138.06,140.4
Sporadic,141.0,143.82,146.64000000000001,149.46,152.28,155.10000000000002,157.92000000000002,160.74,163.56,166.38,169.2
Sporadic,30.0,30.6,31.200000000000003,31.8,32.400000000000006,33.0,33.6,34.2,34.8,35.4,36.0
Sporadic,54.0,55.08,56.160000000000004,57.24,58.32000000000001,59.400000000000006,60.480000000000004,61.56000000000001,62.63999999999999,63.72,64.8
Sporadic,83.0,84.66,86.32000000000001,87.98,89.64,91.30000000000001,92.96000000000001,94.62,96.27999999999999,97.94,99.6
Sporadic,93.0,94.86,96.72,98.58,100.44000000000001,102.30000000000001,104.16000000000001,106.02000000000001,107.88,109.74,111.6
Sporadic,131.0,133.62,136.24,138.86,141.48000000000002,144.10000000000002,146.72000000000003,149.34,151.95999999999998,154.57999999999998,157.2
Sporadic,153.0,156.06,159.12,162.18,165.24,168.3,171.36,174.42000000000002,177.48,180.54,183.6
Sporadic,25.0,25.5,26.0,26.5,27.0,27.500000000000004,28.000000000000004,28.500000000000004,28.999999999999996,29.5,30.0
Sporadic,55.0,56.1,57.2,58.300000000000004,59.400000000000006,60.50000000000001,61.60000000000001,62.70000000000001,63.8,64.89999999999999,66.0
Sporadic,71.0,72.42,73.84,75.26,76.68,78.10000000000001,79.52000000000001,80.94000000000001,82.36,83.78,85.2
Sporadic,104.0,106.08,108.16,110.24000000000001,112.32000000000001,114.4,116.48000000000002,118.56000000000002,120.63999999999999,122.72,124.8
Sporadic,129.0,131.58,134.16,136.74,139.32000000000002,141.9,144.48000000000002,147.06,149.64,152.22,154.79999999999998
Sporadic,141.0,143.82,146.64000000000001,149.46,152.28,155.10000000000002,157.92000000000002,160.74,163.56,166.38,169.2
Sporadic,29.0,29.580000000000002,30.16,30.740000000000002,31.32,31.900000000000002,32.480000000000004,33.06,33.64,34.22,34.8
Sporadic,50.0,51.0,52.0,53.0,54.0,55.00000000000001,56.00000000000001,57.00000000000001,57.99999999999999,59.0,60.0
Sporadic,89.0,90.78,92.56,94.34,96.12,97.9,99.68,101.46000000000001,103.24,105.02,106.8
Sporadic,109.0,111.18,113.36,115.54,117.72000000000001,119.9,122.08000000000001,124.26000000000002,126.44,128.62,130.79999999999998
Sporadic,135.0,137.7,140.4,143.1,145.8,148.5,151.20000000000002,153.9,156.6,159.29999999999998,162.0
Sporadic,155.0,158.1,161.20000000000002,164.3,167.4,170.5,173.60000000000002,176.70000000000002,179.79999999999998,182.89999999999998,186.0
Sporadic,26.0,26.52,27.04,27.560000000000002,28.080000000000002,28.6,29.120000000000005,29.640000000000004,30.159999999999997,30.68,31.2
Sporadic,53.0,54.06,55.120000000000005,56.18,57.24,58.300000000000004,59.36000000000001,60.42000000000001,61.48,62.54,63.599999999999994
Sporadic,86.0,87.72,89.44,91.16000000000001,92.88000000000001,94.60000000000001,96.32000000000001,98.04,99.75999999999999,101.47999999999999,103.2
Sporadic,105.0,107.10000000000001,109.2,111.30000000000001,113.4,115.50000000000001,117.60000000000001,119.70000000000002,121.8,123.89999999999999,126.0
Sporadic,124.0,126.48,128.96,131.44,133.92000000000002,136.4,138.88000000000002,141.36,143.84,146.32,148.79999999999998
Sporadic,153.0,156.06,159.12,162.18,165.24,168.3,171.36,174.42000000000002,177.48,180.54,183.6
Sporadic,26.0,26.52,27.04,27.560000000000002,28.080000000000002,28.6,29.120000000000005,29.640000000000004,30.159999999999997,30.68,31.2
Sporadic,31.0,31.62,32.24,32.86,33.480000000000004,34.1,34.720000000000006,35.34,35.96,36.58,37.199999999999996
Sporadic,79.0,80.58,82.16,83.74000000000001,85.32000000000001,86.9,88.48,90.06000000000002,91.64,93.22,94.8
Sporadic,95.0,96.9,98.8,100.7,102.60000000000001,104.50000000000001,106.4,108.30000000000001,110.19999999999999,112.1,114.0
Sporadic,136.0,138.72,141.44,144.16,146.88,149.60000000000002,152.32000000000002,155.04000000000002,157.76,160.48,163.2
Sporadic,145.0,147.9,150.8,153.70000000000002,156.60000000000002,159.5,162.4,165.3,168.2,171.1,174.0
Sporadic,27.0,27.54,28.080000000000002,28.62,29.160000000000004,29.700000000000003,30.240000000000002,30.780000000000005,31.319999999999997,31.86,32.4
Sporadic,41.0,41.82,42.64,43.46,44.28,45.1,45.92,46.74,47.559999999999995,48.379999999999995,49.199999999999996
Sporadic,65.0,66.3,67.60000000000001,68.9,70.2,71.5,72.80000000000001,74.10000000000001,75.39999999999999,76.7,78.0
Sporadic,93.0,94.86,96.72,98.58,100.44000000000001,102.30000000000001,104.16000000000001,106.02000000000001,107.88,109.74,111.6
Sporadic,118.0,120.36,122.72,125.08000000000001,127.44000000000001,129.8,132.16000000000003,134.52,136.88,139.23999999999998,141.6
Sporadic,144.0,146.88,149.76,152.64000000000001,155.52,158.4,161.28000000000003,164.16000000000003,167.04,169.92,172.79999999999998
Sporadic,27.0,27.54,28.080000000000002,28.62,29.160000000000004,29.700000000000003,30.240000000000002,30.780000000000005,31.319999999999997,31.86,32.4
Sporadic,38.0,38.76,39.52,40.28,41.040000000000006,41.800000000000004,42.56,43.32000000000001,44.08,44.839999999999996,45.6
Sporadic,87.0,88.74,90.48,92.22,93.96000000000001,95.7,97.44000000000001,99.18,100.91999999999999,102.66,104.39999999999999
Sporadic,96.0,97.92,99.84,101.76,103.68,105.60000000000001,107.52000000000001,109.44000000000001,111.35999999999999,113.28,115.19999999999999
Sporadic,125.0,127.5,130.0,132.5,135.0,137.5,140.0,142.50000000000003,145.0,147.5,150.0
Sporadic,158.0,161.16,164.32,167.48000000000002,170.64000000000001,173.8,176.96,180.12000000000003,183.28,186.44,189.6
